policy_id;policy_tenure;age_of_car;age_of_policyholder;area_cluster;population_density;make;segment;model;fuel_type;max_torque;max_power;engine_type;airbags;is_esc;is_adjustable_steering;is_tpms;is_parking_sensors;is_parking_camera;rear_brakes_type;displacement;cylinder;transmission_type;gear_box;steering_type;turning_radius;length;width;height;gross_weight;is_front_fog_lights;is_rear_window_wiper;is_rear_window_washer;is_rear_window_defogger;is_brake_assist;is_power_door_locks;is_central_locking;is_power_steering;is_driver_seat_height_adjustable;is_day_night_rear_view_mirror;is_ecw;is_speed_alert;ncap_rating;is_claim
ID33721;0.081363107796357;0.11;0.432692307692308;C2;27003;3;C2;M4;Diesel;250Nm@2750rpm;113.45bhp@4000rpm;1.5 L U2 CRDi;6;Yes;Yes;Yes;Yes;Yes;Disc;1493;4;Automatic;6;Power;5.2;4300;1790;1635;1720;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;3;0
ID40856;0.379359381094668;0.06;0.5;C8;8794;1;B1;M8;CNG;82.1Nm@3400rpm;55.92bhp@5300rpm;K10C;2;No;No;No;Yes;No;Drum;998;3;Manual;5;Power;4.7;3655;1620;1675;1340;No;No;No;No;No;Yes;Yes;Yes;No;No;Yes;Yes;2;0
ID18949;0.131682137541234;0.04;0.432692307692308;C21;3264;1;B1;M8;CNG;82.1Nm@3400rpm;55.92bhp@5300rpm;K10C;2;No;No;No;Yes;No;Drum;998;3;Manual;5;Power;4.7;3655;1620;1675;1340;No;No;No;No;No;Yes;Yes;Yes;No;No;Yes;Yes;2;1
ID46470;1.05093347383828;0.08;0.509615384615385;C14;7788;1;A;M1;CNG;60Nm@3500rpm;40.36bhp@6000rpm;F8D Petrol Engine;2;No;No;No;Yes;No;Drum;796;3;Manual;5;Power;4.6;3445;1515;1475;1185;No;No;No;No;No;No;No;Yes;No;No;No;Yes;0;0
ID01242;0.613227117739825;0.02;0.288461538461538;C3;4076;1;A;M1;CNG;60Nm@3500rpm;40.36bhp@6000rpm;F8D Petrol Engine;2;No;No;No;Yes;No;Drum;796;3;Manual;5;Power;4.6;3445;1515;1475;1185;No;No;No;No;No;No;No;Yes;No;No;No;Yes;0;0
ID15442;0.773621894138821;0.04;0.375;C14;7788;4;B2;M5;Diesel;200Nm@3000rpm;88.77bhp@4000rpm;1.5 Turbocharged Revotorq;2;No;Yes;No;Yes;No;Drum;1497;4;Manual;5;Electric;5.0;3990;1755;1523;1490;No;No;No;No;No;Yes;Yes;Yes;No;No;Yes;Yes;5;0
ID27710;1.15413971600225;0.01;0.557692307692308;C6;13051;1;B1;M8;CNG;82.1Nm@3400rpm;55.92bhp@5300rpm;K10C;2;No;No;No;Yes;No;Drum;998;3;Manual;5;Power;4.7;3655;1620;1675;1340;No;No;No;No;No;Yes;Yes;Yes;No;No;Yes;Yes;2;0
ID25105;1.03116614937106;0.05;0.634615384615385;C21;3264;2;A;M3;Petrol;91Nm@4250rpm;67.06bhp@5500rpm;1.0 SCe;2;No;No;No;No;Yes;Drum;999;3;Automatic;5;Electric;5.0;3731;1579;1490;1155;No;No;No;No;No;Yes;Yes;Yes;No;Yes;Yes;Yes;2;0
ID33012;0.12486722156411;0.01;0.673076923076923;C5;34738;1;A;M1;CNG;60Nm@3500rpm;40.36bhp@6000rpm;F8D Petrol Engine;2;No;No;No;Yes;No;Drum;796;3;Manual;5;Power;4.6;3445;1515;1475;1185;No;No;No;No;No;No;No;Yes;No;No;No;Yes;0;0
ID08398;1.05841720717993;0.09;0.605769230769231;C3;4076;1;B2;M6;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;K Series Dual jet;2;No;Yes;No;Yes;No;Drum;1197;4;Manual;5;Electric;4.8;3845;1735;1530;1335;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID03977;1.08257338003401;0.02;0.451923076923077;C3;4076;1;B2;M7;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;1.2 L K Series Engine;6;Yes;Yes;No;Yes;Yes;Drum;1197;4;Automatic;5;Electric;4.85;3990;1745;1500;1410;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;0;0
ID53371;0.40001788841394;0.07;0.307692307692308;C14;7788;1;B2;M6;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;K Series Dual jet;2;No;Yes;No;Yes;No;Drum;1197;4;Manual;5;Electric;4.8;3845;1735;1530;1335;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID35730;0.192816622474432;0.0;0.567307692307692;C2;27003;1;B2;M6;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;K Series Dual jet;2;No;Yes;No;Yes;No;Drum;1197;4;Manual;5;Electric;4.8;3845;1735;1530;1335;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID18151;0.465146031224214;0.04;0.413461538461538;C15;290;1;B2;M6;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;K Series Dual jet;2;No;Yes;No;Yes;No;Drum;1197;4;Manual;5;Electric;4.8;3845;1735;1530;1335;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID10468;1.18083136100803;0.06;0.451923076923077;C7;6112;2;A;M3;Petrol;91Nm@4250rpm;67.06bhp@5500rpm;1.0 SCe;2;No;No;No;No;Yes;Drum;999;3;Automatic;5;Electric;5.0;3731;1579;1490;1155;No;No;No;No;No;Yes;Yes;Yes;No;Yes;Yes;Yes;2;1
ID49803;0.071834483203037;0.05;0.548076923076923;C8;8794;1;B2;M6;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;K Series Dual jet;2;No;Yes;No;Yes;No;Drum;1197;4;Manual;5;Electric;4.8;3845;1735;1530;1335;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID47585;1.11763745037187;0.23;0.461538461538462;C12;34791;1;Utility;M10;CNG;85Nm@3000rpm;61.68bhp@6000rpm;G12B;1;No;No;No;Yes;No;Drum;1196;4;Manual;5;Manual;4.5;3675;1475;1825;1510;No;No;No;No;No;No;No;No;No;No;No;Yes;0;0
ID13143;0.479835632114372;0.16;0.403846153846154;C8;8794;1;B2;M6;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;K Series Dual jet;2;No;Yes;No;Yes;No;Drum;1197;4;Manual;5;Electric;4.8;3845;1735;1530;1335;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID00427;0.438738977428891;0.01;0.586538461538462;C3;4076;1;A;M1;CNG;60Nm@3500rpm;40.36bhp@6000rpm;F8D Petrol Engine;2;No;No;No;Yes;No;Drum;796;3;Manual;5;Power;4.6;3445;1515;1475;1185;No;No;No;No;No;No;No;Yes;No;No;No;Yes;0;0
ID50955;0.768142844053207;0.12;0.375;C8;8794;3;C2;M4;Diesel;250Nm@2750rpm;113.45bhp@4000rpm;1.5 L U2 CRDi;6;Yes;Yes;Yes;Yes;Yes;Disc;1493;4;Automatic;6;Power;5.2;4300;1790;1635;1720;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;3;0
ID58230;0.082736021184775;0.14;0.317307692307692;C5;34738;1;B1;M8;CNG;82.1Nm@3400rpm;55.92bhp@5300rpm;K10C;2;No;No;No;Yes;No;Drum;998;3;Manual;5;Power;4.7;3655;1620;1675;1340;No;No;No;No;No;Yes;Yes;Yes;No;No;Yes;Yes;2;0
ID39481;0.234212314479372;0.01;0.471153846153846;C17;65567;1;A;M1;CNG;60Nm@3500rpm;40.36bhp@6000rpm;F8D Petrol Engine;2;No;No;No;Yes;No;Drum;796;3;Manual;5;Power;4.6;3445;1515;1475;1185;No;No;No;No;No;No;No;Yes;No;No;No;Yes;0;0
ID21823;0.15364663074325;0.03;0.288461538461538;C5;34738;1;B2;M6;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;K Series Dual jet;2;No;Yes;No;Yes;No;Drum;1197;4;Manual;5;Electric;4.8;3845;1735;1530;1335;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID46434;0.469587745906964;0.03;0.403846153846154;C2;27003;1;A;M1;CNG;60Nm@3500rpm;40.36bhp@6000rpm;F8D Petrol Engine;2;No;No;No;Yes;No;Drum;796;3;Manual;5;Power;4.6;3445;1515;1475;1185;No;No;No;No;No;No;No;Yes;No;No;No;Yes;0;0
ID16321;1.13075989426111;0.06;0.355769230769231;C8;8794;1;B1;M8;CNG;82.1Nm@3400rpm;55.92bhp@5300rpm;K10C;2;No;No;No;Yes;No;Drum;998;3;Manual;5;Power;4.7;3655;1620;1675;1340;No;No;No;No;No;Yes;Yes;Yes;No;No;Yes;Yes;2;1
ID50614;0.302413787142282;0.02;0.711538461538462;C13;5410;1;B2;M6;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;K Series Dual jet;2;No;Yes;No;Yes;No;Drum;1197;4;Manual;5;Electric;4.8;3845;1735;1530;1335;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID23148;0.536469135024066;0.08;0.413461538461538;C3;4076;1;A;M1;CNG;60Nm@3500rpm;40.36bhp@6000rpm;F8D Petrol Engine;2;No;No;No;Yes;No;Drum;796;3;Manual;5;Power;4.6;3445;1515;1475;1185;No;No;No;No;No;No;No;Yes;No;No;No;Yes;0;0
ID10011;1.11896282575317;0.12;0.663461538461538;C8;8794;1;B2;M6;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;K Series Dual jet;2;No;Yes;No;Yes;No;Drum;1197;4;Manual;5;Electric;4.8;3845;1735;1530;1335;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID21634;1.19521905052496;0.12;0.692307692307692;C2;27003;1;B2;M6;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;K Series Dual jet;2;No;Yes;No;Yes;No;Drum;1197;4;Manual;5;Electric;4.8;3845;1735;1530;1335;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID15152;1.14537717243932;0.03;0.5;C7;6112;5;C1;M9;Diesel;200Nm@1750rpm;97.89bhp@3600rpm;i-DTEC;2;No;Yes;No;Yes;Yes;Drum;1498;4;Manual;5;Electric;4.9;3995;1695;1501;1051;Yes;No;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;4;0
ID57165;0.218954959517524;0.03;0.586538461538462;C3;4076;1;A;M1;CNG;60Nm@3500rpm;40.36bhp@6000rpm;F8D Petrol Engine;2;No;No;No;Yes;No;Drum;796;3;Manual;5;Power;4.6;3445;1515;1475;1185;No;No;No;No;No;No;No;Yes;No;No;No;Yes;0;0
ID25872;0.244110313015039;0.12;0.673076923076923;C10;73430;1;A;M1;CNG;60Nm@3500rpm;40.36bhp@6000rpm;F8D Petrol Engine;2;No;No;No;Yes;No;Drum;796;3;Manual;5;Power;4.6;3445;1515;1475;1185;No;No;No;No;No;No;No;Yes;No;No;No;Yes;0;0
ID14689;1.09758211489936;0.07;0.355769230769231;C19;27742;3;C2;M4;Diesel;250Nm@2750rpm;113.45bhp@4000rpm;1.5 L U2 CRDi;6;Yes;Yes;Yes;Yes;Yes;Disc;1493;4;Automatic;6;Power;5.2;4300;1790;1635;1720;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;3;0
ID52257;0.582067496468525;0.15;0.557692307692308;C2;27003;3;C2;M4;Diesel;250Nm@2750rpm;113.45bhp@4000rpm;1.5 L U2 CRDi;6;Yes;Yes;Yes;Yes;Yes;Disc;1493;4;Automatic;6;Power;5.2;4300;1790;1635;1720;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;3;0
ID07950;0.173124809247759;0.14;0.413461538461538;C2;27003;3;C2;M4;Diesel;250Nm@2750rpm;113.45bhp@4000rpm;1.5 L U2 CRDi;6;Yes;Yes;Yes;Yes;Yes;Disc;1493;4;Automatic;6;Power;5.2;4300;1790;1635;1720;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;3;0
ID41453;0.339497176231033;0.0;0.548076923076923;C2;27003;1;B2;M6;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;K Series Dual jet;2;No;Yes;No;Yes;No;Drum;1197;4;Manual;5;Electric;4.8;3845;1735;1530;1335;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID04098;0.136937666619049;0.06;0.461538461538462;C6;13051;1;B2;M7;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;1.2 L K Series Engine;6;Yes;Yes;No;Yes;Yes;Drum;1197;4;Automatic;5;Electric;4.85;3990;1745;1500;1410;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;0;0
ID20680;1.15143776617058;0.06;0.471153846153846;C8;8794;1;C1;M2;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;1.2 L K12N Dualjet;2;Yes;Yes;No;Yes;Yes;Drum;1197;4;Automatic;5;Electric;4.8;3995;1735;1515;1335;Yes;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID31279;0.164168315361925;0.15;0.394230769230769;C2;27003;1;B1;M8;CNG;82.1Nm@3400rpm;55.92bhp@5300rpm;K10C;2;No;No;No;Yes;No;Drum;998;3;Manual;5;Power;4.7;3655;1620;1675;1340;No;No;No;No;No;Yes;Yes;Yes;No;No;Yes;Yes;2;0
ID48024;0.35729830179849;0.04;0.615384615384615;C8;8794;1;B2;M7;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;1.2 L K Series Engine;6;Yes;Yes;No;Yes;Yes;Drum;1197;4;Automatic;5;Electric;4.85;3990;1745;1500;1410;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;0;0
ID52269;1.12155057639822;0.21;0.711538461538462;C8;8794;1;B2;M6;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;K Series Dual jet;2;No;Yes;No;Yes;No;Drum;1197;4;Manual;5;Electric;4.8;3845;1735;1530;1335;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID55899;1.34242241036834;0.0;0.384615384615385;C1;4990;3;C2;M4;Diesel;250Nm@2750rpm;113.45bhp@4000rpm;1.5 L U2 CRDi;6;Yes;Yes;Yes;Yes;Yes;Disc;1493;4;Automatic;6;Power;5.2;4300;1790;1635;1720;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;3;0
ID51947;1.19627863526231;0.04;0.519230769230769;C8;8794;1;B1;M8;CNG;82.1Nm@3400rpm;55.92bhp@5300rpm;K10C;2;No;No;No;Yes;No;Drum;998;3;Manual;5;Power;4.7;3655;1620;1675;1340;No;No;No;No;No;Yes;Yes;Yes;No;No;Yes;Yes;2;0
ID17038;0.180862403413433;0.13;0.355769230769231;C15;290;1;B2;M6;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;K Series Dual jet;2;No;Yes;No;Yes;No;Drum;1197;4;Manual;5;Electric;4.8;3845;1735;1530;1335;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID05904;1.03660868301802;0.02;0.451923076923077;C2;27003;1;B2;M6;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;K Series Dual jet;2;No;Yes;No;Yes;No;Drum;1197;4;Manual;5;Electric;4.8;3845;1735;1530;1335;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID53152;0.342473378038483;0.05;0.355769230769231;C1;4990;1;B2;M6;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;K Series Dual jet;2;No;Yes;No;Yes;No;Drum;1197;4;Manual;5;Electric;4.8;3845;1735;1530;1335;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID26864;1.23442098793624;0.09;0.480769230769231;C8;8794;3;C2;M4;Diesel;250Nm@2750rpm;113.45bhp@4000rpm;1.5 L U2 CRDi;6;Yes;Yes;Yes;Yes;Yes;Disc;1493;4;Automatic;6;Power;5.2;4300;1790;1635;1720;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;3;0
ID47478;1.17903307025983;0.05;0.538461538461538;C8;8794;1;A;M1;CNG;60Nm@3500rpm;40.36bhp@6000rpm;F8D Petrol Engine;2;No;No;No;Yes;No;Drum;796;3;Manual;5;Power;4.6;3445;1515;1475;1185;No;No;No;No;No;No;No;Yes;No;No;No;Yes;0;0
ID19325;0.97188321879209;0.15;0.298076923076923;C8;8794;3;C2;M4;Diesel;250Nm@2750rpm;113.45bhp@4000rpm;1.5 L U2 CRDi;6;Yes;Yes;Yes;Yes;Yes;Disc;1493;4;Automatic;6;Power;5.2;4300;1790;1635;1720;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;3;1
ID36096;1.02488151251699;0.09;0.403846153846154;C18;35036;1;B2;M6;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;K Series Dual jet;2;No;Yes;No;Yes;No;Drum;1197;4;Manual;5;Electric;4.8;3845;1735;1530;1335;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID24523;1.0780831093784;0.08;0.5;C8;8794;1;B2;M7;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;1.2 L K Series Engine;6;Yes;Yes;No;Yes;Yes;Drum;1197;4;Automatic;5;Electric;4.85;3990;1745;1500;1410;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;0;0
ID10833;1.05152987562759;0.06;0.403846153846154;C9;17804;1;B1;M8;CNG;82.1Nm@3400rpm;55.92bhp@5300rpm;K10C;2;No;No;No;Yes;No;Drum;998;3;Manual;5;Power;4.7;3655;1620;1675;1340;No;No;No;No;No;Yes;Yes;Yes;No;No;Yes;Yes;2;0
ID01378;0.212972044492442;0.01;0.413461538461538;C3;4076;1;A;M1;CNG;60Nm@3500rpm;40.36bhp@6000rpm;F8D Petrol Engine;2;No;No;No;Yes;No;Drum;796;3;Manual;5;Power;4.6;3445;1515;1475;1185;No;No;No;No;No;No;No;Yes;No;No;No;Yes;0;0
ID37974;1.03927156285482;0.09;0.355769230769231;C8;8794;3;C2;M4;Diesel;250Nm@2750rpm;113.45bhp@4000rpm;1.5 L U2 CRDi;6;Yes;Yes;Yes;Yes;Yes;Disc;1493;4;Automatic;6;Power;5.2;4300;1790;1635;1720;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;3;0
ID22135;0.087601977062514;0.01;0.663461538461538;C5;34738;3;C2;M4;Diesel;250Nm@2750rpm;113.45bhp@4000rpm;1.5 L U2 CRDi;6;Yes;Yes;Yes;Yes;Yes;Disc;1493;4;Automatic;6;Power;5.2;4300;1790;1635;1720;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;3;0
ID53945;0.883037892966991;0.12;0.375;C2;27003;1;Utility;M10;CNG;85Nm@3000rpm;61.68bhp@6000rpm;G12B;1;No;No;No;Yes;No;Drum;1196;4;Manual;5;Manual;4.5;3675;1475;1825;1510;No;No;No;No;No;No;No;No;No;No;No;Yes;0;0
ID28329;1.03827094961907;0.03;0.451923076923077;C1;4990;3;C2;M4;Diesel;250Nm@2750rpm;113.45bhp@4000rpm;1.5 L U2 CRDi;6;Yes;Yes;Yes;Yes;Yes;Disc;1493;4;Automatic;6;Power;5.2;4300;1790;1635;1720;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;3;0
ID22183;0.888663640640328;0.04;0.5;C9;17804;1;A;M1;CNG;60Nm@3500rpm;40.36bhp@6000rpm;F8D Petrol Engine;2;No;No;No;Yes;No;Drum;796;3;Manual;5;Power;4.6;3445;1515;1475;1185;No;No;No;No;No;No;No;Yes;No;No;No;Yes;0;0
ID50500;1.03441985122309;0.14;0.326923076923077;C11;6108;1;B2;M6;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;K Series Dual jet;2;No;Yes;No;Yes;No;Drum;1197;4;Manual;5;Electric;4.8;3845;1735;1530;1335;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID03355;0.26761540183173;0.16;0.326923076923077;C8;8794;5;C1;M9;Diesel;200Nm@1750rpm;97.89bhp@3600rpm;i-DTEC;2;No;Yes;No;Yes;Yes;Drum;1498;4;Manual;5;Electric;4.9;3995;1695;1501;1051;Yes;No;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;4;0
ID10076;0.31627312296903;0.03;0.326923076923077;C2;27003;1;B2;M6;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;K Series Dual jet;2;No;Yes;No;Yes;No;Drum;1197;4;Manual;5;Electric;4.8;3845;1735;1530;1335;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID09518;0.841075723945428;0.0;0.605769230769231;C22;16733;1;A;M1;CNG;60Nm@3500rpm;40.36bhp@6000rpm;F8D Petrol Engine;2;No;No;No;Yes;No;Drum;796;3;Manual;5;Power;4.6;3445;1515;1475;1185;No;No;No;No;No;No;No;Yes;No;No;No;Yes;0;0
ID06387;0.714537606529639;0.04;0.307692307692308;C2;27003;1;C1;M2;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;1.2 L K12N Dualjet;2;Yes;Yes;No;Yes;Yes;Drum;1197;4;Automatic;5;Electric;4.8;3995;1735;1515;1335;Yes;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID52788;1.2341196246527;0.07;0.317307692307692;C14;7788;5;C1;M9;Diesel;200Nm@1750rpm;97.89bhp@3600rpm;i-DTEC;2;No;Yes;No;Yes;Yes;Drum;1498;4;Manual;5;Electric;4.9;3995;1695;1501;1051;Yes;No;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;4;0
ID43686;0.111411151133402;0.0;0.615384615384615;C3;4076;1;A;M1;CNG;60Nm@3500rpm;40.36bhp@6000rpm;F8D Petrol Engine;2;No;No;No;Yes;No;Drum;796;3;Manual;5;Power;4.6;3445;1515;1475;1185;No;No;No;No;No;No;No;Yes;No;No;No;Yes;0;1
ID10459;1.02664701363467;0.08;0.336538461538461;C7;6112;1;B2;M7;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;1.2 L K Series Engine;6;Yes;Yes;No;Yes;Yes;Drum;1197;4;Automatic;5;Electric;4.85;3990;1745;1500;1410;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;0;0
ID48891;1.13513477264507;0.05;0.740384615384615;C8;8794;1;B2;M6;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;K Series Dual jet;2;No;Yes;No;Yes;No;Drum;1197;4;Manual;5;Electric;4.8;3845;1735;1530;1335;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID48097;1.23271952751391;0.15;0.355769230769231;C5;34738;4;B2;M5;Diesel;200Nm@3000rpm;88.77bhp@4000rpm;1.5 Turbocharged Revotorq;2;No;Yes;No;Yes;No;Drum;1497;4;Manual;5;Electric;5.0;3990;1755;1523;1490;No;No;No;No;No;Yes;Yes;Yes;No;No;Yes;Yes;5;0
ID12646;0.979275041615998;0.12;0.413461538461538;C2;27003;1;B2;M6;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;K Series Dual jet;2;No;Yes;No;Yes;No;Drum;1197;4;Manual;5;Electric;4.8;3845;1735;1530;1335;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID08929;0.742237757456443;0.2;0.365384615384615;C9;17804;1;B2;M6;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;K Series Dual jet;2;No;Yes;No;Yes;No;Drum;1197;4;Manual;5;Electric;4.8;3845;1735;1530;1335;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID11465;0.496232267947146;0.0;0.480769230769231;C5;34738;5;C1;M9;Diesel;200Nm@1750rpm;97.89bhp@3600rpm;i-DTEC;2;No;Yes;No;Yes;Yes;Drum;1498;4;Manual;5;Electric;4.9;3995;1695;1501;1051;Yes;No;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;4;1
ID32639;0.081033128558832;0.07;0.298076923076923;C3;4076;1;B2;M6;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;K Series Dual jet;2;No;Yes;No;Yes;No;Drum;1197;4;Manual;5;Electric;4.8;3845;1735;1530;1335;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID54807;1.09600736591644;0.17;0.625;C8;8794;3;C2;M4;Diesel;250Nm@2750rpm;113.45bhp@4000rpm;1.5 L U2 CRDi;6;Yes;Yes;Yes;Yes;Yes;Disc;1493;4;Automatic;6;Power;5.2;4300;1790;1635;1720;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;3;0
ID13014;0.445644465819284;0.01;0.548076923076923;C19;27742;1;A;M1;CNG;60Nm@3500rpm;40.36bhp@6000rpm;F8D Petrol Engine;2;No;No;No;Yes;No;Drum;796;3;Manual;5;Power;4.6;3445;1515;1475;1185;No;No;No;No;No;No;No;Yes;No;No;No;Yes;0;0
ID38932;0.097671456089992;0.04;0.307692307692308;C8;8794;3;C2;M4;Diesel;250Nm@2750rpm;113.45bhp@4000rpm;1.5 L U2 CRDi;6;Yes;Yes;Yes;Yes;Yes;Disc;1493;4;Automatic;6;Power;5.2;4300;1790;1635;1720;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;3;0
ID07056;1.17995915057469;0.1;0.288461538461538;C6;13051;1;B2;M6;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;K Series Dual jet;2;No;Yes;No;Yes;No;Drum;1197;4;Manual;5;Electric;4.8;3845;1735;1530;1335;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID19359;0.347272650936263;0.0;0.413461538461538;C8;8794;1;B2;M6;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;K Series Dual jet;2;No;Yes;No;Yes;No;Drum;1197;4;Manual;5;Electric;4.8;3845;1735;1530;1335;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID28767;0.012347582528363;0.01;0.432692307692308;C5;34738;1;A;M1;CNG;60Nm@3500rpm;40.36bhp@6000rpm;F8D Petrol Engine;2;No;No;No;Yes;No;Drum;796;3;Manual;5;Power;4.6;3445;1515;1475;1185;No;No;No;No;No;No;No;Yes;No;No;No;Yes;0;0
ID19251;1.20195289744589;0.18;0.423076923076923;C8;8794;3;C2;M4;Diesel;250Nm@2750rpm;113.45bhp@4000rpm;1.5 L U2 CRDi;6;Yes;Yes;Yes;Yes;Yes;Disc;1493;4;Automatic;6;Power;5.2;4300;1790;1635;1720;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;3;0
ID36435;0.033574212191185;0.0;0.615384615384615;C5;34738;1;A;M1;CNG;60Nm@3500rpm;40.36bhp@6000rpm;F8D Petrol Engine;2;No;No;No;Yes;No;Drum;796;3;Manual;5;Power;4.6;3445;1515;1475;1185;No;No;No;No;No;No;No;Yes;No;No;No;Yes;0;0
